Forage: 27, 21, 20, 19, 20, 18, 13, 17, 14, 9, 13, 7
Forage: 19, 20, 20, 17, 19, 12, 16, 11, 16, 14, 15, 6
Forage: 18, 24, 24, 15, 16, 18, 14, 17, 12, 14, 13, 15
Forage: 18, 18, 24, 19, 18, 13, 18, 10, 18, 12, 14, 7
Forage: 18, 22, 22, 19, 15, 15, 16, 14, 15, 14, 12, 11
Forage: 19, 22, 18, 23, 15, 14, 20, 11, 14, 12, 10, 17
Forage: 25, 23, 21, 20, 15, 16, 15, 12, 13, 15, 15, 6
Forage: 16, 24, 17, 20, 19, 15, 14, 14, 13, 15, 13, 8
Forage: 18, 20, 20, 19, 19, 17, 15, 13, 17, 12, 12, 11
Forage: 18, 23, 22, 20, 13, 16, 16, 17, 13, 13, 14, 10
Forage: 24, 22, 14, 20, 9, 18, 20, 11, 13, 19, 10, 11
Forage: 21, 19, 22, 15, 18, 17, 11, 19, 9, 17, 7, 15
Forage: 25, 18, 22, 17, 16, 15, 14, 10, 15, 14, 11, 8
Forage: 20, 21, 21, 18, 17, 17, 14, 13, 10, 17, 12, 14
Forage: 22, 20, 19, 16, 21, 17, 13, 14, 17, 15, 10, 14
Forage: 21, 23, 17, 17, 21, 15, 14, 15, 18, 11, 14, 11
Forage: 22, 21, 17, 17, 22, 13, 12, 18, 13, 10, 13, 13
Forage: 19, 25, 24, 15, 15, 14, 15, 16, 14, 10, 14, 14
Forage: 19, 23, 14, 20, 17, 16, 14, 13, 10, 19, 14, 9
Forage: 22, 21, 22, 22, 17, 14, 16, 15, 15, 15, 11, 11
Forage: 26, 23, 14, 21, 17, 15, 17, 14, 12, 15, 13, 8
Forage: 19, 23, 19, 16, 20, 17, 16, 17, 16, 13, 10, 13
Forage: 18, 20, 24, 19, 15, 16, 14, 13, 17, 16, 14, 10
Forage: 18, 24, 21, 17, 15, 15, 17, 13, 15, 11, 11, 7
Forage: 19, 20, 22, 21, 16, 16, 17, 14, 12, 13, 15, 6
Forage: 21, 25, 20, 16, 20, 18, 15, 14, 17, 8, 9, 12
Forage: 20, 26, 18, 18, 19, 16, 12, 9, 15, 14, 12, 9
Forage: 19, 26, 17, 21, 19, 18, 13, 14, 14, 14, 15, 13
Forage: 22, 20, 20, 24, 18, 16, 12, 14, 12, 12, 13, 13
Forage: 23, 19, 20, 17, 16, 18, 14, 19, 7, 15, 11, 8
Forage: 19, 23, 23, 17, 19, 19, 12, 20, 13, 13, 12, 8
Forage: 20, 21, 20, 19, 19, 14, 17, 18, 12, 14, 13, 12
Forage: 23, 24, 17, 22, 15, 20, 9, 18, 12, 13, 12, 12
Forage: 23, 24, 18, 20, 16, 13, 21, 10, 16, 10, 9, 14
